queue_order,source_id,source_status,source_name,source_url,source_address,source_prefecture,source_capacity,source_updated_at,discovered_at,official_url,official_name,official_status,official_capacity,official_area_m2,official_price_url,official_access_url,official_conditions_url,official_observed_at,verification_status,canonical_candidate_id,notes
312,LASENS-578,marked_closed,VIEPLANシアター,https://lasens.com/database/theater-578.html,東京都新宿区新宿2-8-1 セブンビルB1,東京都,142,2020-09-09,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,施設名・住所・表記揺れと運営者候補を探索したが、施設または運営者による現行案内・閉館告知を特定できず。LaSensの2003年2月閉館表示と142席、旧設備情報を公式欄へ転記していない
313,LASENS-661,marked_closed,WAREHOUSE702,https://lasens.com/database/theater-661.html,東京都港区麻布十番1－4－5 深尾ビルB1F,東京都,150,2020-06-24,2026-07-31,https://warehouse702.com/,WAREHOUSE702,unknown,,,,,,2026-07-31,primary_partial,,"旧公式候補ドメインでWAREHOUSE702 OFFICIAL WEBの2011年カレンダー・麻布十番のレンタルスペース案内を確認したが、現サイトは過去コンテンツの再掲で現行運営または閉店告知を確認できない。LaSensの閉館表示と150席、第三者の2013年閉店情報は公式欄へ転記していない"
314,LASENS-698,listed,WATERRAS COMMONホール,https://lasens.com/database/theater-698.html,東京都神田淡路町2-101 ワテラスタワー3F,東京都,162,2020-10-05,2026-07-31,https://www.waterras.com/common/hall.html,WATERRAS COMMON ホール,current,160,163,https://www.waterras.com/common/hall.html,https://www.waterras.com/common/access.html,https://www.yasuda-re.co.jp/conference/waterras/termsofuse.pdf,2026-07-31,verified_primary,,"施設公式でシアター形式160席程度・163平方メートル、2026年6月改訂規約で1時間28,600円・1日330,000円、利用制限と申込条件、新御茶ノ水駅徒歩約2分等を確認。LaSensの162席は転記していない"
315,LASENS-602,marked_closed,Za Hall,https://lasens.com/database/theater-602.html,東京都渋谷区宇田川町19-5 山手教会B1F(元ジャンジャン跡),東京都,100,2020-09-09,2026-07-31,https://www.tokyoyamate.com/pages/4068974/annai,,unknown,,,,,,2026-07-31,primary_partial,,"同住所の日本基督教団東京山手教会公式で現会堂と2〜4階の施設案内を確認したが、Za Hall・地下施設・閉館または転用の記載を確認できず関係を確定できない。LaSensの閉館表示と100席は公式欄へ転記していない"
316,LASENS-298,marked_closed,アートグラウンドエウロス,https://lasens.com/database/theater-298.html,東京都中野区東中野3-8-5 B1,東京都,60,2020-09-09,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,"施設名・住所・表記揺れ・過去公演と運営者候補を探索したが、施設または運営者による現行案内・閉館告知を特定できず。LaSensの閉館表示と60席、過去公演サイトの会場記録は公式欄へ転記していない"
317,LASENS-353,marked_closed,アートシアターかもめ座,https://lasens.com/database/theater-353.html,東京都杉並区阿佐谷南3-5-2 牧野ビルB1,東京都,100,2020-06-24,2026-07-31,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/houshin_torikumi/files/0000000823/hall.pdf,ART THEATER かもめ座,unknown,,,,,,2026-07-31,primary_partial,,"東京都公式文化施設一覧で同住所・連絡先・旧公式URLと100人未満区分を確認したが、施設公式候補kamomeza.comはDNS解決不能で、運営者による閉館告知を確認できない。LaSensの閉館表示と100席、第三者の閉館表記は公式欄へ転記していない"
318,LASENS-252,listed,アートシアター上野小劇場,https://lasens.com/database/theater-252.html,東京都台東区東上野2-11-1 桂昇東上野ビルB1F,東京都,50,2020-10-20,2026-07-31,https://em-studio.net/ueno/,アートシアター上野小劇場,current,40,,https://em-studio.net/ueno/basic.html,https://em-studio.net/ueno/,https://em-studio.net/ueno/kitei.pdf,2026-07-31,verified_primary,,"施設公式で2026年の利用予定、同住所、2025年4月改定料金、最低3日利用等を確認。公式図面は椅子40席（最前列を桟敷にする場合は座布団約10枚）と記載しており、LaSensの50席は転記していない"
319,LASENS-251,listed,アートスタジオ(明治大学駿河台校舎11号館2F),https://lasens.com/database/theater-251.html,東京都千代田区神田駿河台1-1,東京都,,2020-09-09,2026-07-31,https://www.meiji.ac.jp/koho/meidaikouhou/20101101/p03_07.html,明治大学 アートスタジオ,closed,,,,,,2026-07-31,verified_primary,,"明治大学公式で駿河台11号館入居施設が2010年に猿楽町校舎へ移転し11号館跡地へ新棟を建設したことを確認。大学公式の現行サークルガイドと自己点検資料ではアートスタジオを猿楽町校舎の施設として確認したため、索引記載の旧11号館2階施設はclosedとした。学外一般貸館条件は確認できず"
320,LASENS-684,listed,アートスペースあさくさ劇亭,https://lasens.com/database/theater-684.html,東京都台東区西浅草2-8-2,東京都,40,2020-09-30,2026-07-31,https://asakusa-gekitei.jimdosite.com/,あさくさ劇亭,current,,,https://asakusa-gekitei.jimdosite.com/%E5%8A%87%E5%A0%B4%E5%88%A9%E7%94%A8%E6%A1%88%E5%86%85/,https://asakusa-gekitei.jimdosite.com/%E5%9C%B0%E5%9B%B3%E3%83%BB%E5%88%A9%E7%94%A8%E7%8A%B6%E6%B3%81/,https://asakusa-gekitei.jimdosite.com/%E5%8A%87%E5%A0%B4%E5%88%A9%E7%94%A8%E6%A1%88%E5%86%85/,2026-07-31,verified_primary,,"施設公式で2026年公演、現住所、劇場利用案内と料金・利用条件を確認。椅子25脚・折りたたみ椅子10脚・ローチェア8脚と座布団20枚は備品数であり最大定員とは明記されないため、公式収容数は空欄としLaSensの40席も転記していない"
321,LASENS-512,marked_closed,アートスペースサンライズホール,https://lasens.com/database/theater-512.html,東京都豊島区南池袋4-19-6 日の出ビルB1,東京都,112,2020-12-13,2026-07-31,https://www.city.toshima.lg.jp/documents/2608/guruttotoshima2025.pdf,アートスペースサンライズホール,current,112,,,,,2026-07-31,verified_primary,,豊島区公式の2025観光ガイドが劇場・ホールとして同名・同住所・電話を現行掲載し、区公式の文化施策資料で112席を確認。旧施設公式Geocitiesは終了案内へ転送されるため料金・利用条件は空欄。LaSensの閉館表示は採用していない
322,LASENS-450,listed,アートスペースプロット,https://lasens.com/database/theater-450.html,東京都杉並区阿佐ヶ谷南1-9-10,東京都,60,2021-07-20,2026-07-31,https://artspace-plot.jp/,阿佐ヶ谷アートスペースプロット,current,60,,https://artspace-plot.jp/base1.html,https://artspace-plot.jp/base.html,https://artspace-plot.jp/base1.html,2026-07-31,verified_primary,,施設公式で2026年の空き状況、客席60可、舞台・設備、阿佐ヶ谷駅徒歩7分・南阿佐ヶ谷駅徒歩3分、曜日別料金とキャンセル・原状回復条件を確認
323,LASENS-247,marked_closed,アートボックスホール,https://lasens.com/database/theater-247.html,東京都新宿区西早稲田3-27-4,東京都,100,2020-06-24,2026-07-31,https://motion-gallery.net/projects/rabinest,高田馬場ラビネスト,renamed,,,,,,2026-07-31,verified_primary,,現施設運営者RABINESTによる公式支援プロジェクトで、アートボックスホールが2009年に閉館し同じ場所で2010年1月に高田馬場ラビネストとして再出発したことを確認。旧施設の座席数・料金等は公式一次情報で確認できず空欄
324,LASENS-253,marked_closed,アールヴィゴ,https://lasens.com/database/theater-253.html,東京都杉並区成田東5-17-17 武蔵野ビルB1,東京都,60,2020-09-09,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,施設名・住所・表記揺れ・過去公演と運営者候補を探索したが、施設または運営者による現行案内・閉館告知を特定できず。LaSensの閉館表示と60席、設備情報は公式欄へ転記していない
325,LASENS-226,marked_closed,アイピット目白,https://lasens.com/database/theater-226.html,東京都新宿区下落合3-20-11,東京都,170,2020-06-23,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,施設名・住所・表記揺れ・旧公式候補aye-pit.comと運営者候補を探索したが、旧ドメインはDNS解決不能で施設または運営者による閉館告知を特定できず。LaSensの閉館表示と170席、第三者の過去公演記録は公式欄へ転記していない
326,LASENS-254,marked_closed,アサヒアートスクエア,https://lasens.com/database/theater-254.html,東京都墨田区吾妻橋1-23-1 アサヒスーパードライホール4F,東京都,200,2020-09-09,2026-07-31,https://www.asahiartsquare.org/ja/notice/,アサヒ・アートスクエア,closed,,,,,,2026-07-31,verified_primary,,アサヒビール公式の閉館告知で施設老朽化により2016年3月末に事業運営を終了・閉館したことと同住所を確認。LaSensの200席は一次情報で確認できず未採用
327,LASENS-256,marked_closed,アスピアホール,https://lasens.com/database/theater-256.html,東京都渋谷区幡ヶ谷2-14-3,東京都,100,2021-05-21,2026-07-31,https://www.velatec.co.jp/,,unknown,,,,,,2026-07-31,primary_partial,,LaSens掲載の旧公式候補と同一ドメインで運営会社ベラテック販売の現行公式サイトを確認したが、旧アスピア案内ページは404で閉館告知を確認できない。LaSensの2021年3月31日閉館表示と100席、第三者ブログの閉館記載は公式欄へ転記していない
328,LASENS-263,marked_closed,アトリエ・フォンテーヌ,https://lasens.com/database/theater-263.html,東京都港区六本木5-13-13,東京都,120,2020-06-23,2026-07-31,https://www.allstaff.co.jp/as/index-2.html,アトリエフォンテーヌ,closed,,,,,,2026-07-31,verified_primary,,運営会社オールスタッフ公式で2012年の「歌のことづて」が35年の歴史に幕を下ろしたファイナル公演であることと、会社沿革で2012年に六本木フォンテーヌビルから移転したことを確認。LaSensの120席は一次情報で確認できず未採用
329,LASENS-258,listed,アトリエだるま座,https://lasens.com/database/theater-258.html,東京都杉並区荻窪5-10-22 美好屋ビルB1F,東京都,40,2020-09-08,2026-07-31,https://x.com/daruma_kikaku,アトリエだるま座,current,,,,,,2026-07-31,primary_partial,,劇団だるま座公式Xが2026年4月から6月の30周年公演を荻窪・アトリエだるま座で案内しているため現行利用を確認。公式サイトdaruma-za.netはタイムアウトし貸館料金・客席・面積・利用条件を確認できず、LaSensの40席は転記していない
330,LASENS-702,listed,アトリエファンファーレ高円寺,https://lasens.com/database/theater-702.html,東京都東京都杉並区高円寺南4-44-6 ユンズビルB1F,東京都,90,2020-10-12,2026-07-31,https://atelier-fanfare.jp/koenji/,アトリエファンファーレ高円寺,current,90,,https://atelier-fanfare.jp/koenji/price/,https://atelier-fanfare.jp/koenji/access/,https://atelier-fanfare.jp/koenji/pdf/kiyaku.pdf,2026-07-31,verified_primary,,施設公式で90名・基本利用10時から22時・平日60000円・休日70000円、JR高円寺駅徒歩1分、2025年改訂使用規約を確認。客席構成により人数は前後する
331,LASENS-2000,listed,アトリエファンファーレ東新宿,https://lasens.com/database/theater-2000.html,東京都新宿区大久保1-3-15 アクロス東新宿B1F,東京都,90,2021-01-04,2026-07-31,https://atelier-fanfare.jp/higashishinjuku/,アトリエファンファーレ東新宿,current,90,,https://atelier-fanfare.jp/higashishinjuku/price/,https://atelier-fanfare.jp/higashishinjuku/access/,https://atelier-fanfare.jp/higashishinjuku/pdf/kiyaku.pdf,2026-07-31,verified_primary,,施設公式で90名・基本利用10時から22時・平日60000円・休日70000円、東京メトロ東新宿駅から30秒、2025年改訂使用規約を確認。客席構成により人数は前後する
332,LASENS-1810,listed,アトリエファンファーレ東池袋,https://lasens.com/database/theater-1810.html,東京都豊島区南池袋4-19-6 日ノ出ビルB1,東京都,118,2021-02-09,2026-07-31,https://atelier-fanfare.jp/higashiikebukuro/,アトリエファンファーレ東池袋,current,118,,https://atelier-fanfare.jp/higashiikebukuro/,https://atelier-fanfare.jp/higashiikebukuro/,https://atelier-fanfare.jp/wp/wp-content/uploads/2026/01/2d421eca4e6a3ed3459f848888d11ef6.pdf,2026-07-31,verified_primary,,施設公式で客席80〜118名・基本利用10時から22時・3日間250000円から7日間360000円、東池袋駅徒歩1分、現行使用規約を確認。official_capacityは公式レンジの最大値118を記録
333,LASENS-259,listed,アトリエヘリコプター,https://lasens.com/database/theater-259.html,東京都品川区東五反田2-21-17,東京都,,2020-11-30,2026-07-31,https://gotanndadan.wixsite.com/atelier-helicopter,アトリエヘリコプター,current,,,https://gotanndadan.wixsite.com/atelier-helicopter/blank-5,https://gotanndadan.wixsite.com/atelier-helicopter/blank-4,https://gotanndadan.wixsite.com/atelier-helicopter/blank-7,2026-07-31,primary_partial,,五反田団の施設公式で元工場を改装した稽古場として現行貸出を確認。現在は稽古場利用のみで公演会場としての一般貸出は行わないと明記。料金・広さ等の個別ページは取得できず数値は空欄
334,LASENS-4099,listed,アトリエ三軒茶屋,https://lasens.com/database/theater-4099.html,東京都世田谷区三軒茶屋1丁目39 メゾンデスタチュ地下1階,東京都,28,2025-12-08,2026-07-31,https://atelier-3c.jp/,アトリエ三軒茶屋,current,24,,https://atelier-3c.jp/,https://atelier-3c.jp/,https://atelier-3c.jp/,2026-07-31,verified_primary,,施設公式で2026年3月公開、客席約24席、客入れイベント5500円毎時・稽古3300円毎時、三軒茶屋駅徒歩1分、予約・支払方法を確認。公式住所は三軒茶屋1-39-5地下1階で、LaSensの28席は転記していない
335,LASENS-1888,listed,アトリエ第Q藝術 （１Ｆホール）,https://lasens.com/database/theater-1888.html,東京都世田谷区成城2-38-16,東京都,60,2021-06-22,2026-07-31,https://www.seijoatelierq.com/,アトリエ第Q藝術 1Fホール,closed,,,https://www.seijoatelierq.com/blank,https://www.seijoatelierq.com/hall,https://www.seijoatelierq.com/blank,2026-07-31,verified_primary,,施設公式が2025年6月8日閉館を明記。旧1Fホールは8.9m×5.2m・天井高3.4m、2022年適用料金と利用条件、成城学園前駅徒歩3分を確認したが、公式の収容定員は確認できずLaSensの60席は転記していない
336,LASENS-705,marked_closed,アトリエ第七秘密基地,https://lasens.com/database/theater-705.html,東京都豊島区高松1-2-4 ベリオビル B1,東京都,50,2020-06-23,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,施設名・住所・旧公式候補ibsenkai.comを探索したが現行ページまたは運営者による閉館告知を確認できず。LaSensの閉館表示と50席、第三者の2018年12月閉館記載は公式欄へ転記していない
337,LASENS-260,marked_closed,アトリエ無現,https://lasens.com/database/theater-260.html,東京都世田谷区野沢2-26-22 川又ビルB1F,東京都,60,2020-06-24,2026-07-31,https://labo-mugen.seesaa.net/,アトリエ無現,unknown,,,,https://labo-mugen.up.seesaa.net/HTML/map.htm,,2026-07-31,primary_partial,,運営団体の公式ブログと公式地図で世田谷区野沢の施設を確認したが更新は2019年で停止。現行利用情報または公式の閉館告知は確認できず、LaSensの閉館表示と60席は公式欄へ転記していない
338,LASENS-224,marked_closed,アドリブ小劇場,https://lasens.com/database/theater-224.html,東京都台東区蔵前1-5-8 小林屋ビル1階,東京都,140,2020-06-23,2026-07-31,,,,,,,,,2026-07-31,blocked,,旧公式候補moments.jpは2026年現在THEATRE MOMENTSのメンテナンス表示のみで施設情報を確認できない。運営者による閉館告知も確認できず、LaSensの閉館表示と140席は公式欄へ転記していない
339,LASENS-243,listed,アルシェ,https://lasens.com/database/theater-243.html,東京都杉並区阿佐ヶ谷南1-36-15 レオビルB1,東京都,120,2020-07-17,2026-07-31,https://www.asagaya-arche.com/,阿佐ヶ谷アルシェ,current,,,,https://www.asagaya-arche.com/,,2026-07-31,primary_partial,,施設公式で小劇場・貸スタジオとして現行案内とJR阿佐ヶ谷駅徒歩3分を確認。公開取得できる本文から客席・料金・利用条件を確認できず、LaSensの120席は公式欄へ転記していない
340,LASENS-245,marked_closed,アルスノーバ,https://lasens.com/database/theater-245.html,東京都杉並区阿佐ヶ谷南3-37-9,東京都,60,2020-09-09,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,施設名・住所・表記揺れを探索したが劇場または運営団体の公式サイト・公式閉館告知を確認できず。LaSensの閉館表示と60席は公式欄へ転記していない
341,LASENS-440,marked_closed,アルテ・パティオ,https://lasens.com/database/theater-440.html,東京都杉並区梅里2-40-19 ワールドビルB1,東京都,60,2020-09-09,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,施設名・住所と後継候補の小劇場ひつじ座を探索したが、運営者による閉館・改装・継承関係の公式情報を確認できず。LaSensの閉館表示と60席は公式欄へ転記していない
342,LASENS-1994,listed,アルネ543,https://lasens.com/database/theater-1994.html,東京都練馬区貫井3-5-6 ドンズビルB1F,東京都,,2020-09-15,2026-07-31,https://arune543.wixsite.com/mysite-1,アルネ543,current,52,,https://arune543.wixsite.com/mysite-1/public,https://arune543.wixsite.com/mysite-1/contact,https://arune543.wixsite.com/mysite-1/public,2026-07-31,verified_primary,,施設公式で2026年7月の公演予定、通常40席・増設52席、1日50000円、10時から22時、富士見台駅南口徒歩2分、禁止事項とキャンセル条件を確認。official_capacityは公式増設時の最大値52を記録
343,LASENS-242,listed,アレーナホール,https://lasens.com/database/theater-242.html,東京都世田谷区玉川3-17-1,東京都,252,2020-12-04,2026-07-31,https://www.takashimaya.co.jp/tamagawa/sc/s/arena/about/hall,アレーナホール,current,,381,https://www.takashimaya.co.jp/tamagawa/sc/arena/pdf/arenahall-charge.pdf,https://www.takashimaya.co.jp/tamagawa/sc/s/arena/access/,https://www.takashimaya.co.jp/tamagawa/sc/arena/pdf/arenahall-rulebook.pdf,2026-07-31,verified_primary,,玉川髙島屋S.C.公式でホール有効面積381㎡、全日385000円平日・638000円土日祝、二子玉川駅西口徒歩3〜4分、2026年4月現在の利用規約を確認。公式収容定員は確認できずLaSensの252席は転記していない
344,LASENS-576,marked_closed,ヴァンテホール,https://lasens.com/database/theater-576.html,東京都渋谷区千駄ヶ谷4-6-15,東京都,220,2020-09-09,2026-07-31,,,,,,,,,2026-07-31,official_not_found,,施設名・住所・旧称候補を探索したが劇場または運営者の公式サイト・公式閉館告知を確認できず。LaSensの閉館表示と220席は公式欄へ転記していない
345,LASENS-587,listed,ウエストエンドスタジオ,https://lasens.com/database/theater-587.html,東京都中野区新井5-1-1,東京都,120,2021-02-16,2026-07-31,https://studio-life.com/westend/,WESTEND STUDIO（ウエストエンドスタジオ）,current,,,https://studio-life.com/westend/guide.html,https://studio-life.com/westend/access.html,https://studio-life.com/westend/guide.html,2026-08-01,verified_primary,,施設公式で2026年公演・予約状況と現行貸出を確認。2025年12月改定料金は4日36万円から・平日1日6万円・時間外1時間6000円（各税別）。客席図と椅子100脚はあるが定員とは断定せずLaSensの120席を転記していない
346,LASENS-590,listed,ウッディーシアター中目黒,https://lasens.com/database/theater-590.html,東京都目黒区上目黒2-43-5 キャトルセゾンB1,東京都,108,2021-02-16,2026-07-31,https://www.woodytheatre.com/,ウッディシアター中目黒,current,90,,https://www.woodytheatre.com/riyou/syousai.html,https://www.woodytheatre.com/profile/,https://www.woodytheatre.com/riyou/syousai.html,2026-08-01,verified_primary,,施設公式で2026年12月までの予約案内・75〜90席・中目黒駅徒歩8分を確認。現行料金は平日99000円・土日祝121000円（税込）で4日以上から。LaSensの108席は転記していない
347,LASENS-2359,listed,エリア543,https://lasens.com/database/theater-2359.html,東京都杉並区井草5-5-25 西ビルB1F,東京都,30,2020-09-15,2026-07-31,https://area543j.wixsite.com/fyesuta543,エリア543,current,31,,,https://area543j.wixsite.com/fyesuta543/what-we-do,https://area543j.wixsite.com/fyesuta543/what-we-do,2026-08-01,primary_partial,,運営名義の公式企画ページで同住所・上井草駅北口徒歩1分・最大31席を確認し、主催者公式の2026年公演案内でも同会場利用を確認。一般貸館の現行料金・規約は確認できず旧企画の無料条件を料金欄へ流用していない
348,LASENS-1683,listed,オメガ東京,https://lasens.com/database/theater-1683.html,東京都杉並区上荻 2-4-12,東京都,96,2020-10-14,2026-07-31,https://omega-tk.com/,オメガ東京,current,96,,https://omega-tk.com/guide/,https://omega-tk.com/access/,https://omega-tk.com/kitei/,2026-08-01,verified_primary,,施設公式で客席レイアウト自由・最大96席程度、平日55000円・土日祝66000円（税込）、単発イベント料金、搬入口なし等の利用規定を確認
349,LASENS-1618,listed,オルタナティブシアター,https://lasens.com/database/theater-1618.html,東京都千代田区有楽町２丁目５番１号 有楽町マリオン（有楽町センタービル）別館 7F,東京都,400,2020-10-07,2026-07-31,https://imashow.jp/,I’M A SHOW（アイマショウ）,renamed,398,1098,,https://imashow.jp/access/,,2026-08-01,verified_primary,,旧運営者スタジオアルタ公式が2022年5月末のオルタナティブシアター運営終了を公表。現施設公式で同一住所・同一階・延床1098平方メートルのI’M A SHOWと398席を確認したため改称後施設として記録。現行の一般貸館料金・利用条件は公開確認できず旧料金PDFを流用していない
350,LASENS-220,marked_closed,カフェテアトロ2つの部屋,https://lasens.com/database/theater-220.html,東京都豊島区西池袋3-30-10 ライオンビル1F,東京都,80,2020-06-24,2026-07-31,https://adeac.jp/viewitem/toshima-history/viewer/viewer/koho19970725_1037/data/koho19970725_1037.pdf,カフェテアトロ2つの部屋,unknown,,,,,,2026-08-01,primary_partial,,豊島区公式アーカイブの1997年広報で同名施設の過去利用を確認したが、運営者公式サイト・公式閉館告知・現行状態は確認できず。LaSensの閉館表示と80席は公式欄へ転記していない
351,LASENS-352,listed,カメリアホール(江東区亀戸文化センター),https://lasens.com/database/theater-352.html,東京都江東区亀戸2-19-1 カメリアプラザ内,東京都,400,2021-09-14,2026-07-31,https://www.kcf.or.jp/kameido/shisetsu-bunka/ichiran/detail/?id=67,江東区亀戸文化センター カメリアホール,current,402,505.99,https://www.kcf.or.jp/kameido/shisetsu-bunka/ichiran/detail/?id=67,https://www.kcf.or.jp/kameido/access/,https://www.kcf.or.jp/kameido/shisetsu-bunka/use/,2026-08-01,verified_primary,,指定管理者公式で定員402人・面積505.99平方メートルを確認。2025年4月以降は平日12200〜30750円・土日休日14800〜37100円、利用1か月前までの打合せが必要。LaSensの400席は公式値に置換
352,LASENS-2357,listed,キーノートシアター,https://lasens.com/database/theater-2357.html,東京都荒川区西日暮里1-1-1 パレスいしかわ B1F,東京都,71,2021-06-22,2026-07-31,https://keynote-theater.tokyo/,キーノート・シアター,closed,65,,https://keynote-theater.tokyo/price/,https://keynote-theater.tokyo/access/,https://keynote-theater.tokyo/wp-content/uploads/2023/02/%E3%82%AD%E3%83%BC%E3%83%8E%E3%83%BC%E3%83%88%E3%82%B7%E3%82%A2%E3%82%BF%E3%83%BC0-00-04-%E6%96%99%E9%87%91%E3%81%8A%E3%82%88%E3%81%B3%E5%88%A9%E7%94%A8%E8%A6%8F%E7%B4%84.pdf,2026-08-01,verified_primary,,施設公式が2025年11月2日を最後に閉館・営業終了と明記。施設情報の椅子席65席を記録し、80席レイアウト例や予備椅子数は定員へ合算していない。料金・規約は閉館前の履歴値
353,LASENS-361,marked_closed,キッドアイラックアートホール,https://lasens.com/database/theater-361.html,東京都世田谷区松原2-43-11,東京都,50,2020-06-23,2026-07-31,https://blog.livedoor.jp/kidailack/archives/1905603.html,キッド・アイラック・アート・ホール,closed,,,,https://blog.livedoor.jp/kidailack/,,2026-08-01,verified_primary,,"施設公式ブログの閉業告知で2016年12月31日の閉業と明大前所在地を確認。公式ブログ掲載住所も松原2-43-11で一致。LaSensの50席は一次情報で再確認できず転記していない"
354,LASENS-363,marked_closed,キッドアイラックアートホール(改装前),https://lasens.com/database/theater-363.html,東京都世田谷区松原2-43-8,東京都,130,2020-09-09,2026-07-31,https://artplatform.go.jp/ja/galleries/G101389,キッド・アイラックホール,closed,,,,https://artplatform.go.jp/ja/galleries/G101389,,2026-08-01,verified_primary,,"文化庁アートプラットフォームジャパンのギャラリー情報で、松原2-43-8に1983～1998年所在し、1986～1998年はキッド・アイラックホール名、閉廊であることを確認。LaSensの130席は転記していない"
355,LASENS-631,listed,キンケロ・シアター,https://lasens.com/database/theater-631.html,東京都目黒区青葉台1丁目 15-11,東京都,133,2020-07-07,2026-07-31,https://kinkero-theater.com/,中目黒キンケロ・シアター,current,133,,https://kinkero-theater.com/guide/price2026-1.pdf,https://kinkero-theater.com/access/index.html,https://kinkero-theater.com/guide/terms2.pdf,2026-08-01,verified_primary,,"劇場公式で2027年7月までの予約受付、定員133席、使用料、キャンセル・利用時間・禁止事項、住所と中目黒駅徒歩8分を確認。料金表は仕込・稽古1日95,000円、本番1日185,000円（各税抜）"
356,LASENS-379,listed,くにたち市民芸術小ホール(1階：ホール),https://lasens.com/database/theater-379.html,東京都国立市富士見台2-48-1,東京都,336,2020-10-05,2026-07-31,https://kuzaidan.or.jp/hall/,FSXホール（くにたち市民芸術小ホール） ホール,current,336,362,https://kuzaidan.or.jp/hall/shisethu/,https://kuzaidan.or.jp/hall/access/,https://kuzaidan.or.jp/hall/shisethu/,2026-08-01,verified_primary,,"指定管理者公式で2026年の催事、1階ホール362㎡、プロセニアム336席、エンド270席等の可変構成、利用料金、抽選・申込・取消条件、所在地と交通を確認。最大席数はスラスト構成402席だがLaSens行に対応するプロセニアム336席を記録"
357,LASENS-368,marked_closed,コア石響,https://lasens.com/database/theater-368.html,東京都新宿区若葉1-22-16 ASTYビル地階,東京都,80,2020-06-24,2026-07-31,,,unknown,,,,,,2026-08-01,official_not_found,,"施設名・住所・運営者名を手掛かりに公式サイト、公式閉館告知、自治体資料を探索したが一次情報を特定できなかった。過去公演記録や個人ブログ、LaSensの閉館表示と80席は公式欄へ転記していない"
358,LASENS-277,listed,コール田無 多目的ホール,https://lasens.com/database/theater-277.html,東京都西東京市田無町三丁目7番2号,東京都,182,2020-12-24,2026-07-31,https://www.city.nishitokyo.lg.jp/sisetu/hall/call.html,J:COMコール田無 多目的ホール,current,182,,https://www.city.nishitokyo.lg.jp/sisetu/hall/call.html,https://www.city.nishitokyo.lg.jp/sisetu/hall/call.html,https://www.city.nishitokyo.lg.jp/sisetu/hall/call.html,2026-08-01,verified_primary,,"西東京市公式で定員182席（電動移動席165・車椅子対応臨時席17）、客席179㎡・舞台51㎡、平日全日22,100円・土休日28,500円、市外加算・入場料加算、申込期限、田無駅徒歩約7分を確認。2026年12月から2027年8月頃まで一部休館予定"
359,LASENS-1992,listed,こった創作空間,https://lasens.com/database/theater-1992.html,東京都新宿区新宿2-6-8 小沢ビルB1,東京都,40,2020-09-01,2026-07-31,https://cotta.exblog.jp/,こった創作空間,unknown,40,,,,https://cotta.exblog.jp/27271468/,2026-08-01,primary_partial,,"運営者公式ブログで舞台間口2間2尺・奥行2間1尺、パイプ椅子30脚＋ベンチ約10人、演劇・ダンス等への貸出を確認。公式ブログの最終更新は2020年で、2026年の現行運営、料金、住所・アクセスの一次情報は確認できず"
360,LASENS-1779,marked_closed,コフレリオ新宿シアター,https://lasens.com/database/theater-1779.html,東京都新宿区歌舞伎町2-15-3 新宿KSビル B1,東京都,114,2026-04-27,2026-07-31,https://mist-theater.com/,Asagiri Mist Theater（旧・コフレリオ新宿シアター）,renamed,110,,https://mist-theater.com/price/,https://mist-theater.com/access/,https://mist-theater.com/rental/,2026-08-01,verified_primary,,"現運営者公式で2026年4月1日にAsagiri Mist Theaterへ改称・開業、最大110席、料金、予約金・舞台監督配置・禁止事項、東新宿駅徒歩3分を確認。公式は新宿KSビル1F表記でLaSens旧行のB1表記と異なるため原文を保持。現行施設LASENS-4335と同一"
361,LASENS-375,listed,こまばアゴラ劇場,https://lasens.com/database/theater-375.html,東京都目黒区駒場1-11-13,東京都,145,2020-09-24,2026-07-31,https://www.seinendan.org/play/2023/12/8305,こまばアゴラ劇場,closed,60,,,https://www.seinendan.org/play/2023/12/8305,,2026-08-01,verified_primary,,青年団公式が2024年5月末の閉館と40年間の営業終了を明記。運営者公式の感染対策チェックリストにある収容定員60人を記録しLaSensの145席は転記していない。旧貸館料金・利用条件は現行比較へ流用していない
362,LASENS-605,listed,ザ・スズナリ,https://lasens.com/database/theater-605.html,東京都世田谷区北沢1-45-15,東京都,230,2020-06-24,2026-07-31,https://www.honda-geki.com/suzunari/,ザ・スズナリ,current,,,https://r.goope.jp/the-suzunari/free/data,https://www.honda-geki.com/access/,https://r.goope.jp/the-suzunari/free/data,2026-08-01,verified_primary,,本多劇場グループ公式で2026年10月までの公演予定と所在地を確認。劇場公式の使用料は平日仕込70000円・1公演85000円・2公演106250円で土日祝は75000円・105000円・131250円の税別。公式資料に客席定員の数値を確認できないためLaSensの230席は転記していない
