price_id,candidate_id,space_id,charge_category,use_case,day_type,time_band,amount_jpy,tax_status,unit,basis,valid_from,observed_at,verification_status,source_url,exclusions,note
PRICE-1603,CAND-196,ota-dressing,facility,support_room_local,weekend_holiday,18:00-21:00,4900,included,per_3_hours,控室1・区内・土日休日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1604,CAND-196,ota-dressing,facility,support_room_local,weekend_holiday,09:00-21:00,19600,included,per_day,控室1・区内・土日休日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1605,CAND-196,ota-dressing,facility,support_room_local,weekday,09:00-12:00,3600,included,per_3_hours,控室2・区内・平日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1606,CAND-196,ota-dressing,facility,support_room_local,weekday,12:00-15:00,3600,included,per_3_hours,控室2・区内・平日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1607,CAND-196,ota-dressing,facility,support_room_local,weekday,15:00-18:00,4100,included,per_3_hours,控室2・区内・平日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1608,CAND-196,ota-dressing,facility,support_room_local,weekday,18:00-21:00,4900,included,per_3_hours,控室2・区内・平日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1609,CAND-196,ota-dressing,facility,support_room_local,weekday,09:00-21:00,16200,included,per_day,控室2・区内・平日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1610,CAND-196,ota-dressing,facility,support_room_local,weekend_holiday,09:00-12:00,4900,included,per_3_hours,控室2・区内・土日休日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1611,CAND-196,ota-dressing,facility,support_room_local,weekend_holiday,12:00-15:00,4900,included,per_3_hours,控室2・区内・土日休日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1612,CAND-196,ota-dressing,facility,support_room_local,weekend_holiday,15:00-18:00,4900,included,per_3_hours,控室2・区内・土日休日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1613,CAND-196,ota-dressing,facility,support_room_local,weekend_holiday,18:00-21:00,4900,included,per_3_hours,控室2・区内・土日休日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1614,CAND-196,ota-dressing,facility,support_room_local,weekend_holiday,09:00-21:00,19600,included,per_day,控室2・区内・土日休日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1615,CAND-196,ota-room-1,facility,support_room_nonlocal,weekday,09:00-12:00,3600,included,per_3_hours,体育室1・区外・平日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1616,CAND-196,ota-room-1,facility,support_room_nonlocal,weekday,12:00-15:00,3600,included,per_3_hours,体育室1・区外・平日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1617,CAND-196,ota-room-1,facility,support_room_nonlocal,weekday,15:00-18:00,4700,included,per_3_hours,体育室1・区外・平日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1618,CAND-196,ota-room-1,facility,support_room_nonlocal,weekday,18:00-21:00,6500,included,per_3_hours,体育室1・区外・平日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1619,CAND-196,ota-room-1,facility,support_room_nonlocal,weekday,09:00-21:00,18400,included,per_day,体育室1・区外・平日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1620,CAND-196,ota-room-1,facility,support_room_nonlocal,weekend_holiday,09:00-12:00,6500,included,per_3_hours,体育室1・区外・土日休日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1621,CAND-196,ota-room-1,facility,support_room_nonlocal,weekend_holiday,12:00-15:00,6500,included,per_3_hours,体育室1・区外・土日休日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1622,CAND-196,ota-room-1,facility,support_room_nonlocal,weekend_holiday,15:00-18:00,6500,included,per_3_hours,体育室1・区外・土日休日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1623,CAND-196,ota-room-1,facility,support_room_nonlocal,weekend_holiday,18:00-21:00,6500,included,per_3_hours,体育室1・区外・土日休日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1624,CAND-196,ota-room-1,facility,support_room_nonlocal,weekend_holiday,09:00-21:00,25900,included,per_day,体育室1・区外・土日休日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1625,CAND-196,ota-room-2,facility,support_room_nonlocal,weekday,09:00-12:00,3600,included,per_3_hours,体育室2・区外・平日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1626,CAND-196,ota-room-2,facility,support_room_nonlocal,weekday,12:00-15:00,3600,included,per_3_hours,体育室2・区外・平日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1627,CAND-196,ota-room-2,facility,support_room_nonlocal,weekday,15:00-18:00,4700,included,per_3_hours,体育室2・区外・平日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1628,CAND-196,ota-room-2,facility,support_room_nonlocal,weekday,18:00-21:00,6500,included,per_3_hours,体育室2・区外・平日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1629,CAND-196,ota-room-2,facility,support_room_nonlocal,weekday,09:00-21:00,18400,included,per_day,体育室2・区外・平日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1630,CAND-196,ota-room-2,facility,support_room_nonlocal,weekend_holiday,09:00-12:00,6500,included,per_3_hours,体育室2・区外・土日休日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1631,CAND-196,ota-room-2,facility,support_room_nonlocal,weekend_holiday,12:00-15:00,6500,included,per_3_hours,体育室2・区外・土日休日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1632,CAND-196,ota-room-2,facility,support_room_nonlocal,weekend_holiday,15:00-18:00,6500,included,per_3_hours,体育室2・区外・土日休日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1633,CAND-196,ota-room-2,facility,support_room_nonlocal,weekend_holiday,18:00-21:00,6500,included,per_3_hours,体育室2・区外・土日休日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1634,CAND-196,ota-room-2,facility,support_room_nonlocal,weekend_holiday,09:00-21:00,25900,included,per_day,体育室2・区外・土日休日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・ボール等の危険を伴う利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1635,CAND-196,ota-meeting,facility,support_room_nonlocal,weekday,09:00-12:00,2400,included,per_3_hours,会議室・全室・区外・平日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1636,CAND-196,ota-meeting,facility,support_room_nonlocal,weekday,12:00-15:00,2400,included,per_3_hours,会議室・全室・区外・平日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1637,CAND-196,ota-meeting,facility,support_room_nonlocal,weekday,15:00-18:00,3100,included,per_3_hours,会議室・全室・区外・平日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1638,CAND-196,ota-meeting,facility,support_room_nonlocal,weekday,18:00-21:00,4300,included,per_3_hours,会議室・全室・区外・平日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1639,CAND-196,ota-meeting,facility,support_room_nonlocal,weekday,09:00-21:00,12200,included,per_day,会議室・全室・区外・平日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1640,CAND-196,ota-meeting,facility,support_room_nonlocal,weekend_holiday,09:00-12:00,4300,included,per_3_hours,会議室・全室・区外・土日休日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1641,CAND-196,ota-meeting,facility,support_room_nonlocal,weekend_holiday,12:00-15:00,4300,included,per_3_hours,会議室・全室・区外・土日休日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1642,CAND-196,ota-meeting,facility,support_room_nonlocal,weekend_holiday,15:00-18:00,4300,included,per_3_hours,会議室・全室・区外・土日休日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1643,CAND-196,ota-meeting,facility,support_room_nonlocal,weekend_holiday,18:00-21:00,4300,included,per_3_hours,会議室・全室・区外・土日休日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1644,CAND-196,ota-meeting,facility,support_room_nonlocal,weekend_holiday,09:00-21:00,17300,included,per_day,会議室・全室・区外・土日休日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・分割室利用,指定管理者公式の現行HTML料金表を確認。税込。準備・後片付けを利用時間に含む
PRICE-1645,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,09:00-12:00,4300,included,per_3_hours,控室1・区外・平日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1646,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,12:00-15:00,4300,included,per_3_hours,控室1・区外・平日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1647,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,15:00-18:00,4900,included,per_3_hours,控室1・区外・平日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1648,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,18:00-21:00,5900,included,per_3_hours,控室1・区外・平日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1649,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,09:00-21:00,19400,included,per_day,控室1・区外・平日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1650,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,09:00-12:00,5900,included,per_3_hours,控室1・区外・土日休日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1651,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,12:00-15:00,5900,included,per_3_hours,控室1・区外・土日休日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1652,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,15:00-18:00,5900,included,per_3_hours,控室1・区外・土日休日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1653,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,18:00-21:00,5900,included,per_3_hours,控室1・区外・土日休日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1654,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,09:00-21:00,23500,included,per_day,控室1・区外・土日休日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1655,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,09:00-12:00,4300,included,per_3_hours,控室2・区外・平日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1656,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,12:00-15:00,4300,included,per_3_hours,控室2・区外・平日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1657,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,15:00-18:00,4900,included,per_3_hours,控室2・区外・平日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1658,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,18:00-21:00,5900,included,per_3_hours,控室2・区外・平日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1659,CAND-196,ota-dressing,facility,support_room_nonlocal,weekday,09:00-21:00,19400,included,per_day,控室2・区外・平日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1660,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,09:00-12:00,5900,included,per_3_hours,控室2・区外・土日休日・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1661,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,12:00-15:00,5900,included,per_3_hours,控室2・区外・土日休日・午後1,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1662,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,15:00-18:00,5900,included,per_3_hours,控室2・区外・土日休日・午後2,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1663,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,18:00-21:00,5900,included,per_3_hours,控室2・区外・土日休日・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1664,CAND-196,ota-dressing,facility,support_room_nonlocal,weekend_holiday,09:00-21:00,23500,included,per_day,控室2・区外・土日休日・全日,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,付帯設備・控室単独利用,指定管理者公式の現行HTML料金表を確認。税込。控室のみの利用不可。準備・後片付けを利用時間に含む
PRICE-1665,CAND-196,ota-kyudo,facility,individual_general,all,09:00-12:00,400,included,per_session,弓道場・個人一般・区内外共通・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切枠・用具・指導,指定管理者公式の現行HTML料金表を確認。税込。初回登録は1級以上の段位証明等が必要
PRICE-1666,CAND-196,ota-kyudo,facility,individual_general,all,13:00-16:30,450,included,per_session,弓道場・個人一般・区内外共通・午後,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切枠・用具・指導,指定管理者公式の現行HTML料金表を確認。税込。初回登録は1級以上の段位証明等が必要
PRICE-1667,CAND-196,ota-kyudo,facility,individual_general,all,17:30-21:00,500,included,per_session,弓道場・個人一般・区内外共通・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切枠・用具・指導,指定管理者公式の現行HTML料金表を確認。税込。初回登録は1級以上の段位証明等が必要
PRICE-1668,CAND-196,ota-kyudo,facility,individual_students,all,09:00-12:00,200,included,per_session,弓道場・個人高校生以下・区内外共通・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切枠・用具・指導,指定管理者公式の現行HTML料金表を確認。税込。高校生は指導監督者同伴等の条件あり
PRICE-1669,CAND-196,ota-kyudo,facility,individual_students,all,13:00-16:30,220,included,per_session,弓道場・個人高校生以下・区内外共通・午後,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切枠・用具・指導,指定管理者公式の現行HTML料金表を確認。税込。高校生は指導監督者同伴等の条件あり
PRICE-1670,CAND-196,ota-kyudo,facility,individual_students,all,17:30-21:00,250,included,per_session,弓道場・個人高校生以下・区内外共通・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切枠・用具・指導,指定管理者公式の現行HTML料金表を確認。税込。高校生は指導監督者同伴等の条件あり
PRICE-1671,CAND-196,ota-kyudo,facility,exclusive_local,all,09:00-12:00,4000,included,per_session,弓道場・団体貸切・区内・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,用具・指導・個人枠,指定管理者公式の現行HTML料金表を確認。税込。原則10名以上・団体登録制。準備・後片付けを利用時間に含む
PRICE-1672,CAND-196,ota-kyudo,facility,exclusive_local,all,13:00-16:30,4500,included,per_session,弓道場・団体貸切・区内・午後,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,用具・指導・個人枠,指定管理者公式の現行HTML料金表を確認。税込。原則10名以上・団体登録制。準備・後片付けを利用時間に含む
PRICE-1673,CAND-196,ota-kyudo,facility,exclusive_local,all,17:30-21:00,5000,included,per_session,弓道場・団体貸切・区内・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,用具・指導・個人枠,指定管理者公式の現行HTML料金表を確認。税込。原則10名以上・団体登録制。準備・後片付けを利用時間に含む
PRICE-1674,CAND-196,ota-kyudo,facility,exclusive_nonlocal,all,09:00-12:00,4800,included,per_session,弓道場・団体貸切・区外・午前,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,用具・指導・個人枠,指定管理者公式の現行HTML料金表を確認。税込。団体登録条件は実申込時要確認。準備・後片付けを利用時間に含む
PRICE-1675,CAND-196,ota-kyudo,facility,exclusive_nonlocal,all,13:00-16:30,5400,included,per_session,弓道場・団体貸切・区外・午後,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,用具・指導・個人枠,指定管理者公式の現行HTML料金表を確認。税込。団体登録条件は実申込時要確認。準備・後片付けを利用時間に含む
PRICE-1676,CAND-196,ota-kyudo,facility,exclusive_nonlocal,all,17:30-21:00,6000,included,per_session,弓道場・団体貸切・区外・夜間,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,用具・指導・個人枠,指定管理者公式の現行HTML料金表を確認。税込。団体登録条件は実申込時要確認。準備・後片付けを利用時間に含む
PRICE-1677,CAND-196,ota-sub,facility,individual_general,all,18:00-19:30,300,included,per_person,バスケットボール個人開放・1人1区分,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切利用・用具・指導,指定管理者公式の現行HTML案内を確認。税込。高校生以上を基本対象とし、前日9時から電話予約、1人1日1区分、定員40名
PRICE-1678,CAND-196,ota-main,facility,individual_general,all,per_slot,300,included,per_person,バドミントン個人開放・1人1区分,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切利用・用具・指導,指定管理者公式の現行HTML案内を確認。税込。9〜12時、12〜15時、15〜18時、18〜21時の各区分。前日9時から電話予約
PRICE-1679,CAND-196,ota-main,facility,individual_general,all,per_slot,300,included,per_person,卓球個人開放・1人1区分,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切利用・用具・指導,指定管理者公式の現行HTML案内を確認。税込。9〜12時、12〜15時、15〜18時、18〜21時の各区分。前日9時から電話予約
PRICE-1680,CAND-196,ota-sub,facility,individual_general,all,19:30-21:00,300,included,per_person,バスケットボール個人開放・1人1区分,,2026-08-05,verified,https://www.ota.esforta.jp/guide/,貸切利用・用具・指導,指定管理者公式の現行HTML案内を確認。税込。高校生以上を基本対象とし、前日9時から電話予約、1人1日1区分、定員40名
PRICE-1681,CAND-196,ota-main,parking,standard_vehicle,all,per_30_minutes,100,not_stated,per_30_minutes,地下駐車場・普通車61台,,2026-08-05,verified,https://www.ota.esforta.jp/facility/,大型車・周辺駐車場・時間超過分,指定管理者公式の現行施設ページを確認。税表記なし。公式料金100円/30分として掲載
PRICE-1682,CAND-196,ota-main,parking,large_vehicle,all,per_day,2000,not_stated,per_day,地上大型車両用駐車場・3台,,2026-08-05,verified,https://www.ota.esforta.jp/facility/,地下駐車場・周辺駐車場・複数日利用,"指定管理者公式の現行施設ページを確認。税表記なし。公式料金2,000円/日として掲載"
PRICE-1683,CAND-195,chiba-port-sub,facility,amateur_sports_no_admission,weekday,09:00-13:00,7580,not_stated,per_4_hours,サブアリーナ専用・一般・平日・午前,2026-04-01,2026-08-05,verified,https://chibacity.spo-sin.or.jp/shisetu/arena-top/arena-price/,冷暖房・放送設備・入場料徴収・非スポーツ利用,指定管理者公式の現行料金ページを確認。税表記なし。準備撤去利用は減額規定あり
PRICE-1684,CAND-195,chiba-port-sub,facility,amateur_sports_no_admission,weekday,13:00-17:00,8840,not_stated,per_4_hours,サブアリーナ専用・一般・平日・午後,2026-04-01,2026-08-05,verified,https://chibacity.spo-sin.or.jp/shisetu/arena-top/arena-price/,冷暖房・放送設備・入場料徴収・非スポーツ利用,指定管理者公式の現行料金ページを確認。税表記なし。準備撤去利用は減額規定あり
PRICE-1685,CAND-195,chiba-port-sub,facility,amateur_sports_no_admission,weekday,17:00-21:00,8840,not_stated,per_4_hours,サブアリーナ専用・一般・平日・夜間,2026-04-01,2026-08-05,verified,https://chibacity.spo-sin.or.jp/shisetu/arena-top/arena-price/,冷暖房・放送設備・入場料徴収・非スポーツ利用,指定管理者公式の現行料金ページを確認。税表記なし。準備撤去利用は減額規定あり
PRICE-1686,CAND-195,chiba-port-sub,facility,amateur_sports_no_admission,weekday,09:00-21:00,25260,not_stated,per_day,サブアリーナ専用・一般・平日・全日,2026-04-01,2026-08-05,verified,https://chibacity.spo-sin.or.jp/shisetu/arena-top/arena-price/,冷暖房・放送設備・入場料徴収・非スポーツ利用,指定管理者公式の現行料金ページを確認。税表記なし。準備撤去利用は減額規定あり
PRICE-1687,CAND-195,chiba-port-sub,facility,amateur_sports_no_admission,weekend_holiday,09:00-13:00,9090,not_stated,per_4_hours,サブアリーナ専用・一般・土日祝・午前,2026-04-01,2026-08-05,verified,https://chibacity.spo-sin.or.jp/shisetu/arena-top/arena-price/,冷暖房・放送設備・入場料徴収・非スポーツ利用,指定管理者公式の現行料金ページを確認。税表記なし。準備撤去利用は減額規定あり
