detail_id,candidate_id,space_id,space_name,space_type,area_m2,ceiling_height_m,clear_height_min_m,ceiling_height_type,overhead_use_status,capacity_theater,capacity_fixed,floor_load_kg_m2,divisible,stage_type,sports_or_practice_use,streaming_ready,source_url,observed_at,verification_status,note
DETAIL-1540,CAND-482,miare-meeting-a,会議室A,meeting_room,34,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"1階、約34㎡、椅子12脚。会議室Bと独立。定員は要確認"
DETAIL-1541,CAND-482,miare-meeting-b,会議室B,meeting_room,34,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"1階、約34㎡、椅子12脚。会議室Aと独立。定員は要確認"
DETAIL-1542,CAND-482,miare-hall,ホール,stage_hall,138,,,unknown,unknown,500,,,unknown,portable,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"舞台約138㎡、客席500席。客席は可動席・スタッキングチェア等で構成"
DETAIL-1543,CAND-482,miare-foyer,ホワイエ,event_space,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"1階。面積・定員は要確認"
DETAIL-1544,CAND-482,miare-multipurpose-1,多目的室1,multipurpose_room,76,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"2階、約76㎡、椅子15脚・スリッパ30足。多目的室2と一体利用可。定員は要確認"
DETAIL-1545,CAND-482,miare-multipurpose-2,多目的室2,multipurpose_room,130,,,unknown,unknown,,,,unknown,portable,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"2階、約130㎡、椅子65脚。多目的室1と一体利用可。定員は要確認"
DETAIL-1546,CAND-482,miare-kitchen,調理室,practice_room,80,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"2階、約80㎡、調理台7台"
DETAIL-1547,CAND-482,miare-salon-2,サロン2,event_space,72,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"2階、約72㎡、椅子34脚。通常はフリースペース、占有利用可。定員は要確認"
DETAIL-1548,CAND-482,miare-washitsu-1,和室1,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"2階、8畳。和室2と一体利用可"
DETAIL-1549,CAND-482,miare-washitsu-2,和室2,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.nankoku.lg.jp/life/life_dtl.php?hdnKey=8476,2026-08-06,verified,"2階、8畳。床の間・炉あり、和室1と一体利用可"
DETAIL-1550,CAND-483,muroto-yume,夢ひろば,stage_hall,,,,unknown,unknown,530,,,unknown,unknown,conditional,unknown,https://www.city.muroto.kochi.jp/pbfile/m001569/pbf20240722172141.pdf,2026-08-06,verified,"530席。面積・舞台仕様は要確認"
DETAIL-1551,CAND-483,muroto-kirakira,きらきらひろば,multipurpose_hall,,,,unknown,unknown,190,,,unknown,unknown,conditional,unknown,https://www.city.muroto.kochi.jp/pbfile/m001569/pbf20240722172141.pdf,2026-08-06,verified,"190席。面積・舞台仕様は要確認"
DETAIL-1552,CAND-483,muroto-meeting-1,第1会議室,meeting_room,,,,unknown,unknown,24,,,unknown,none,conditional,unknown,https://www.city.muroto.kochi.jp/pbfile/m001569/pbf20240722172141.pdf,2026-08-06,verified,"24席。第2会議室と間仕切りを外して一体利用可"
DETAIL-1553,CAND-483,muroto-meeting-2,第2会議室,meeting_room,,,,unknown,unknown,24,,,unknown,none,conditional,unknown,https://www.city.muroto.kochi.jp/pbfile/m001569/pbf20240722172141.pdf,2026-08-06,verified,"24席。第1会議室と間仕切りを外して一体利用可"
DETAIL-1554,CAND-483,muroto-washitsu,和室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.muroto.kochi.jp/pages/page1569.php,2026-08-06,verified,"貸出対象。面積・定員は要確認"
DETAIL-1555,CAND-483,muroto-music,音楽練習室,practice_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.muroto.kochi.jp/pages/page1569.php,2026-08-06,verified,"貸出対象。面積・定員は要確認"
DETAIL-1556,CAND-483,muroto-nutrition,栄養指導室,practice_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.muroto.kochi.jp/pages/page1569.php,2026-08-06,verified,"貸出対象。面積・定員は要確認"
DETAIL-1557,CAND-484,usanopia-main,大ホール,stage_hall,,,,unknown,unknown,1197,,,unknown,fixed,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"1,197席。面積・最低天井高は要確認"
DETAIL-1558,CAND-484,usanopia-small,小ホール,multipurpose_hall,,,,unknown,unknown,400,,,unknown,portable,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"400席。面積・最低天井高は要確認"
DETAIL-1559,CAND-484,usanopia-lecture-1,講習室1,meeting_room,56.09,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"56.09㎡"
DETAIL-1560,CAND-484,usanopia-lecture-2,講習室2,meeting_room,52.79,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"52.79㎡"
DETAIL-1561,CAND-484,usanopia-lecture-3,講習室3,meeting_room,61.15,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"61.15㎡"
DETAIL-1562,CAND-484,usanopia-practice-west-1,練習室（洋1）,practice_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"面積・定員は要確認"
DETAIL-1563,CAND-484,usanopia-practice-west-2,練習室（洋2）,practice_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"面積・定員は要確認"
DETAIL-1564,CAND-484,usanopia-practice-jp,練習室（和）,practice_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"面積・定員は要確認"
DETAIL-1565,CAND-484,usanopia-washitsu,和室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"面積・定員は要確認"
DETAIL-1566,CAND-484,usanopia-multipurpose,多目的室,multipurpose_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"展示利用可。面積・定員は要確認"
DETAIL-1567,CAND-484,usanopia-plaza,憩いのプラザ,event_space,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.usa.oita.jp/sougo/bunka_sports_shogai/bunka_rekishi/5/5533.html,2026-08-06,verified,"会場利用料無料（照明電気料は別）。面積・定員は要確認"
DETAIL-1568,CAND-485,astro-hall,アストホール,stage_hall,510,,,unknown,unknown,735,,,unknown,fixed,conditional,unknown,https://www.city.kunisaki.oita.jp/site/kyouikukage/asuto-kunimsaki.html,2026-08-06,verified,"舞台面積510㎡、客席735席。プロセニアム高13m・すのこ高21.2mは最低天井高ではない"
DETAIL-1569,CAND-485,astro-multi,マルチホール,multipurpose_hall,212,5,5,published_clear,unknown,120,,,unknown,portable,conditional,unknown,https://www.city.kunisaki.oita.jp/site/kyouikukage/asuto-kunimsaki.html,2026-08-06,verified,"212㎡、高さ5m、可動客席最大120席、仮設舞台あり"
DETAIL-1570,CAND-485,astro-gallery,ギャラリー,exhibition,68,3.5,3.5,published_clear,unknown,,,,unknown,none,conditional,unknown,https://www.city.kunisaki.oita.jp/site/kyouikukage/asuto-kunimsaki.html,2026-08-06,verified,"68㎡、天井高3.5m"
DETAIL-1571,CAND-485,astro-studio,スタジオ,practice_room,59,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.kunisaki.oita.jp/site/kyouikukage/asuto-kunimsaki.html,2026-08-06,verified,"59㎡。ドラムセット・アンプ・電子ピアノ等あり"
DETAIL-1572,CAND-486,takada-main,大ホール,stage_hall,,,,unknown,unknown,412,412,,unknown,fixed,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"1階352席、2階60席、合計412席。ステージは土足厳禁"
DETAIL-1573,CAND-486,takada-av,視聴覚室,meeting_room,,,,unknown,unknown,30,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"収容30人"
DETAIL-1574,CAND-486,takada-training-1,研修室1,meeting_room,,,,unknown,unknown,14,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"収容14人"
DETAIL-1575,CAND-486,takada-training-2,研修室2,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"12.5畳。定員は要確認"
DETAIL-1576,CAND-486,takada-kitchen,調理実習室,practice_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"調理台5台。定員は要確認"
DETAIL-1577,CAND-486,takada-training-3,研修室3,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"25畳。定員は要確認"
DETAIL-1578,CAND-486,takada-training-4,研修室4,meeting_room,,,,unknown,unknown,30,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"収容30人"
DETAIL-1579,CAND-486,takada-training-5,研修室5,meeting_room,,,,unknown,unknown,24,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"収容24人"
DETAIL-1580,CAND-486,takada-large-training,大研修室,meeting_room,,,,unknown,unknown,60,,,unknown,none,conditional,unknown,https://www.city.bungotakada.oita.jp/uploaded/attachment/4016.pdf,2026-08-06,verified,"収容60人"
DETAIL-1581,CAND-487,eightpia-main,大ホール,stage_hall,,,,unknown,unknown,1001,,,unknown,fixed,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/,2026-08-06,verified,"車椅子席を含む1,001席"
DETAIL-1582,CAND-487,eightpia-small,小ホール,multipurpose_hall,,,,unknown,unknown,300,,,unknown,portable,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/,2026-08-06,verified,"300席"
DETAIL-1583,CAND-487,eightpia-rehearsal,リハーサル室,practice_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.bungoohno-bunka.jp/facilities/,2026-08-06,verified,"面積・定員は要確認"
DETAIL-1584,CAND-487,eightpia-meeting-1,第1会議室,meeting_room,72,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"72㎡"
DETAIL-1585,CAND-487,eightpia-meeting-2,第2会議室,meeting_room,48,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"48㎡"
DETAIL-1586,CAND-487,eightpia-meeting-3,第3会議室,meeting_room,30,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"30㎡"
DETAIL-1587,CAND-487,eightpia-practice-large,練習室大,practice_room,50,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"50㎡"
DETAIL-1588,CAND-487,eightpia-practice-small,練習室小,practice_room,30,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"30㎡"
DETAIL-1589,CAND-487,eightpia-gallery,ギャラリー,exhibition,247,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"247㎡"
DETAIL-1590,CAND-487,eightpia-washitsu-a,和室A,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"12畳"
DETAIL-1591,CAND-487,eightpia-washitsu-b,和室B,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.bungoohno-bunka.jp/facilities/other_rooms/,2026-08-06,verified,"12畳"
DETAIL-1592,CAND-488,nichinan-main,ホール,stage_hall,,,,unknown,unknown,601,,,unknown,unknown,conditional,unknown,https://www.sun.pref.miyazaki.lg.jp/facilities_view/1314.html,2026-08-06,verified,"宮崎県公式施設情報で客席601人を確認。舞台・面積は要確認"
DETAIL-1593,CAND-489,kushima-main,大ホール,stage_hall,,,,unknown,unknown,1000,900,,unknown,fixed,conditional,unknown,https://kushima-lyceum.net/hall-info/,2026-08-06,verified,"固定900席、移動96席、車椅子4席、合計1,000人。舞台高9mは最低天井高ではない"
DETAIL-1594,CAND-489,kushima-small,小ホール,multipurpose_hall,,,,unknown,unknown,300,,,unknown,portable,conditional,unknown,https://kushima-lyceum.net/hall-info/,2026-08-06,verified,"移動席300人、フラット型。舞台高4mは最低天井高ではない"
DETAIL-1595,CAND-489,kushima-lobby,ロビー,event_space,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://kushima-lyceum.net/hall-info/,2026-08-06,verified,"ロビーコンサート実績あり。面積・定員は要確認"
DETAIL-1596,CAND-489,kushima-gallery,ギャラリー,exhibition,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.miyazaki-pcf.jp/facility/kushima,2026-08-06,verified,"宮崎県公共文化施設ポータル掲載の貸館施設。面積・定員は要確認"
DETAIL-1597,CAND-489,kushima-dressing-west-1,洋楽屋1,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.miyazaki-pcf.jp/facility/kushima,2026-08-06,verified,"宮崎県公共文化施設ポータル掲載の貸館施設。面積・定員は要確認"
DETAIL-1598,CAND-489,kushima-dressing-west-2,洋楽屋2,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.miyazaki-pcf.jp/facility/kushima,2026-08-06,verified,"宮崎県公共文化施設ポータル掲載の貸館施設。面積・定員は要確認"
DETAIL-1599,CAND-489,kushima-dressing-jp,和楽屋,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.miyazaki-pcf.jp/facility/kushima,2026-08-06,verified,"宮崎県公共文化施設ポータル掲載の貸館施設。面積・定員は要確認"
DETAIL-1600,CAND-490,ebino-hall,ホール,stage_hall,,,,unknown,unknown,533,,,unknown,unknown,conditional,unknown,https://www.kanko-miyazaki.jp/business/mice/venue,2026-08-06,verified,"宮崎県公式観光サイトで収容533人を確認。舞台・面積は要確認"
DETAIL-1601,CAND-490,ebino-dressing,楽屋,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1602,CAND-490,ebino-japanese,日本間,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1603,CAND-490,ebino-meeting-1,会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1604,CAND-490,ebino-meeting-2,会議室Ⅱ,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1605,CAND-490,ebino-group,団体室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1606,CAND-490,ebino-kitchen,調理実習室,practice_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1607,CAND-490,ebino-children,児童室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1608,CAND-490,ebino-reception,応接室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1609,CAND-490,ebino-art,美術工芸室,practice_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1610,CAND-490,ebino-av-music,視聴覚音楽室,practice_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1611,CAND-490,ebino-training-large,大研修室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.ebino.lg.jp/material/files/group/3/ebino_yoyakusystem_siyousyo_.pdf,2026-08-06,verified,"市公式の予約対象。面積・定員は要確認"
DETAIL-1612,CAND-491,mimata-hall,ホール,stage_hall,,,,unknown,unknown,413,,,unknown,portable,conditional,unknown,https://bunka.town.mimata.lg.jp/facility-information,2026-08-06,verified,"電動式移動観覧席、最大413席。車椅子スペース6席は別枠"
DETAIL-1613,CAND-491,mimata-dressing-jp-1,和楽屋1,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://bunka.town.mimata.lg.jp/facility-information,2026-08-06,verified,"和楽屋2室のうち1室。面積・定員は要確認"
DETAIL-1614,CAND-491,mimata-dressing-jp-2,和楽屋2,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://bunka.town.mimata.lg.jp/facility-information,2026-08-06,verified,"和楽屋2室のうち1室。面積・定員は要確認"
DETAIL-1615,CAND-491,mimata-dressing-west-1,洋楽屋1,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://bunka.town.mimata.lg.jp/facility-information,2026-08-06,verified,"洋楽屋2室のうち1室。面積・定員は要確認"
DETAIL-1616,CAND-491,mimata-dressing-west-2,洋楽屋2,dressing_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://bunka.town.mimata.lg.jp/facility-information,2026-08-06,verified,"洋楽屋2室のうち1室。面積・定員は要確認"
DETAIL-1617,CAND-491,mimata-practice,練習室,practice_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://bunka.town.mimata.lg.jp/facility-information,2026-08-06,verified,"面積・定員は要確認"
DETAIL-1618,CAND-491,mimata-meeting,会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://bunka.town.mimata.lg.jp/facility-information,2026-08-06,verified,"面積・定員は要確認"
DETAIL-1619,CAND-492,takashin-hall,文化ホール,stage_hall,,,,unknown,unknown,740,,,unknown,portable,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"客席740席。舞台高さ8mは最低天井高と同一視しない"
DETAIL-1620,CAND-492,takashin-lobby,ロビー,event_space,169,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"169平方メートル"
DETAIL-1621,CAND-492,takashin-organizer,主催者控室,meeting_room,17,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"17平方メートル"
DETAIL-1622,CAND-492,takashin-rehearsal,リハーサル室,practice_room,75,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"75平方メートル"
DETAIL-1623,CAND-492,takashin-dressing-a,楽屋A,dressing_room,60,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"和室・60平方メートル"
DETAIL-1624,CAND-492,takashin-dressing-b,楽屋B,dressing_room,22,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"和室・22平方メートル"
DETAIL-1625,CAND-492,takashin-dressing-c,楽屋C,dressing_room,20,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"洋室・20平方メートル"
DETAIL-1626,CAND-492,takashin-medium-training,中研修室,meeting_room,146,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"146平方メートル"
DETAIL-1627,CAND-492,takashin-small-training-1,小研修室1,meeting_room,40,,,unknown,unknown,,,,unknown,yes,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"40平方メートル。小研修室2と接続利用可"
DETAIL-1628,CAND-492,takashin-small-training-2,小研修室2,meeting_room,40,,,unknown,unknown,,,,unknown,yes,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"40平方メートル。小研修室1と接続利用可"
DETAIL-1629,CAND-492,takashin-small-training-3-4,小研修室3・4,meeting_room,80,,,unknown,unknown,,,,unknown,yes,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"80平方メートル。各40平方メートルに仕切って利用可"
DETAIL-1630,CAND-492,takashin-art-workshop,美術工作室,practice_room,78,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"78平方メートル"
DETAIL-1631,CAND-492,takashin-gallery,ギャラリー,exhibition,136,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"136平方メートル。通路を兼ねる"
DETAIL-1632,CAND-492,takashin-kitchen,調理実習室,meeting_room,72,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"72平方メートル"
DETAIL-1633,CAND-492,takashin-japanese,和室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"48畳間。平方メートル換算は未実施"
DETAIL-1634,CAND-492,takashin-tea,茶室,meeting_room,30,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.hirakawa.lg.jp/bunka/bunka/bunkacenter.html,2026-08-06,verified,"30平方メートル"
DETAIL-1635,CAND-493,swany-main-hall,大ホール,stage_hall,,,,unknown,unknown,706,706,,unknown,portable,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"一般686席・母子室20席。舞台高さ9mは最低天井高と同一視しない"
DETAIL-1636,CAND-493,swany-rehearsal,リハーサル室,practice_room,78,,,unknown,unknown,40,,,unknown,yes,yes,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"78平方メートル・定員40人。2分割可"
DETAIL-1637,CAND-493,swany-dressing-1,楽屋1,dressing_room,36,,,unknown,unknown,20,,,unknown,none,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"36平方メートル・定員20人"
DETAIL-1638,CAND-493,swany-dressing-2,楽屋2,dressing_room,18,,,unknown,unknown,5,,,unknown,none,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"18平方メートル・定員5人"
DETAIL-1639,CAND-493,swany-dressing-3,楽屋3,dressing_room,18,,,unknown,unknown,5,,,unknown,none,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"18平方メートル・定員5人"
DETAIL-1640,CAND-493,swany-dressing-4,楽屋4,dressing_room,36,,,unknown,unknown,20,,,unknown,none,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"36平方メートル・定員20人"
DETAIL-1641,CAND-493,swany-large-conference,大会議室,meeting_room,658,,,unknown,unknown,500,,,unknown,yes,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"658平方メートル・移動席500人。3分割可"
DETAIL-1642,CAND-493,swany-small-conference,小会議室,meeting_room,128,,,unknown,unknown,70,,,unknown,yes,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"128平方メートル・定員70人。3分割可"
DETAIL-1643,CAND-493,swany-japanese,和室,meeting_room,,,,unknown,unknown,60,,,unknown,yes,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"60畳・定員60人。3分割可。平方メートル換算は未実施"
DETAIL-1644,CAND-493,swany-kitchen,調理実習室,meeting_room,,,,unknown,unknown,30,,,unknown,none,conditional,unknown,https://www.swany-rokkasho.jp/facility/gaiyo.html,2026-08-06,verified,"定員30人。面積は要確認"
DETAIL-1645,CAND-494,shimokita-multi,マルチルーム（7室）,meeting_room,,,,unknown,unknown,20,,,unknown,yes,conditional,unknown,https://www.city.mutsu.lg.jp/topics/news/bunkakaikan.html,2026-08-06,verified,"市公式は定員20人のマルチルーム7室を掲載。2・3、5・6は可動間仕切りで連結可。個別面積は要確認"
DETAIL-1646,CAND-494,shimokita-fishbowl,フィッシュボウルルーム,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.mutsu.lg.jp/topics/news/bunkakaikan.html,2026-08-06,verified,"旧プラネタリウム室を改修した円形の集会室。面積・定員は要確認"
